Company,Location ,Title,Name ,Focus,Experience,,,,,,,,,,,,
,Shanghai,Managing Director,Charles Ren,Hardward/Semi/Advanced Manufacturing,"Joined in 18, ex CGP Tech Fund (his own fund focused on Semi). Ex CVCi, ex CV Starr. Ex McKinsey",,,,,,,,,,,,
,Hong Kong,Managing Director,Jian Pan,Ops,"Joined a Corporate. Ex SCPE. Ex McKinsey. Ex GS, MBA associate",,,,,,,,,,,,
,Beijing,Managing Director,Quan Li,HC,"ex Permira, Unitas, ex CLSA",,,,,,,,,,,,
,Beijing,Managing Director,Lei Li,Consumer,,,,,,,,,,,,,
,Shanghai,Managing Director,Frank Xie,To B,Joined in 12,,,,,,,,,,,,
,Beijing,Executive Director,Frank Chuanren Zhu ,,"joined 17, PE, TMT",,,,,,,,,,,,
,Beijing,Executive Director,Siyuan Du,Healthcare ,ex-Goldstone Investment ,,,,,,,,,,,,
,Singapore,Executive Director,Zichao Du,,,,,,,,,,,,,,
,,Executive Director,Shen Wang,,,,,,,,,,,,,,
,Shanghai,Executive Director,Fan Yang,,,,,,,,,,,,,,
,Beijing,Vice President,Xiaokai Yu,,Joined in 16. MA from Peking U; BA from Tsinghua.,,,,,,,,,,,,
,Beijing,Vice President,Jiaxin He,Healthcare ,,,,,,,,,,,,,
,,Vice President,Wei Zhao,Healthcare,Joined in 20,,,,,,,,,,,,
,Beijing,Vice President,Jingxing Eric Yin ,Hardware/Semi,"ex- GSK, Johnson & Johnson ",,,,,,,,,,,,
,Beijing,Vice President,Yue Yu,TMT,,,,,,,,,,,,,
,Beijing,Vice President,Mingyue Zhao,Consumer,"Joined in 09 from school, promoted to VP in 11. Will relocate to HK soon. Well recognized internally, fit in well into CDH's culture. Left long time ago to set up a HC fund with Tsinghua",,,,,,,,,,,,
,Shanghai,Vice President,Xiayu Zheng,Generalist,Joined in 22,,,,,,,,,,,,
,Hong Kong,Executive Director,Fei Xiong,Crossboarder,American who speaks fluent Mando,,,,,,,,,,,,
,Hong Kong,Executive Director,Xiaojun Shang,,Joined in 17. MA from Peking U; Bachelor from Fudan U,,,,,,,,,,,,
,,AVP,Sheng Chen,,,,,,,,,,,,,,
,Beijing,AVP,Sui Liu,Consumer,"ex- Citic PE, H&Q Asia",,,,,,,,,,,,
,,AVP,Chris,,,,,,,,,,,,,,
,Beijing,Associate,Qingqing Cai,,,,,,,,,,,,,,
,,Associate,Mingxing Xing,,,,,,,,,,,,,,
,,Associate,Xi Yang,,,,,,,,,,,,,,
,,Analyst,Xing Cai,,,,,,,,,,,,,,
,,Analyst,Jing Chen,,,,,,,,,,,,,,
,,Analyst,Yu Chen,,,,,,,,,,,,,,
,,Analyst,Yiwei Chen,,,,,,,,,,,,,,
,Beijing ,Analyst,Xu Liang,,,,,,,,,,,,,,
,,Analyst,Heng Liu,,,,,,,,,,,,,,
,,Analyst,Dongsheng Mao,,,,,,,,,,,,,,
,,Analyst,Haoyu Tang,,,,,,,,,,,,,,
,,Analyst,Deming Weng,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Growth and VC,Partner,Ling Wang,,,,,,,,,,,,,,
,Growth and VC,Partner,Haifeng Zhang,,,,,,,,,,,,,,
,Growth and VC,Senior Partner,Qizhi Guo,,"She joined in 2016, ex smaller PE shops in BJ",,,,,,,,,,,,
,Growth and VC,Partner,Yan Huang,Healthcare ,"ex- Sanofi,Vandebilt Ingram Cancer Center",,,,,,,,,,,,
,Growth and VC,Partner,Dan Liu,Healthcare ,"Joined in 17, Ex GSPIA",,,,,,,,,,,,
,Growth and VC,Partner,Jieliang Gao,Healthcare ,ex- China Resources Group,,,,,,,,,,,,
,Growth and VC,Executive Director,Weixing Zhu,,,,,,,,,,,,,,
,Growth and VC,Vice President,Hechen Yu,under Haifeng,,,,,,,,,,,,,
,Growth and VC,Vice President,Tong Li,,,,,,,,,,,,,,
,Growth and VC,AVP,Pu Zhang,Healthcare,,,,,,,,,,,,,
,Growth and VC,AVP,Cheng Zheng,TMT,,,,,,,,,,,,,
,Growth and VC,AVP,Yue Shi,,,,,,,,,,,,,,
,Growth and VC,AVP,Rui Jia,,,,,,,,,,,,,,
,Growth and VC,Associate ,Zhicheng Sun,,,,,,,,,,,,,,
,Growth and VC,Associate,Sha Tao,,,,,,,,,,,,,,
,Growth and VC,Associate ,Qin Iris Lin,,,,,,,,,,,,,,
,Growth and VC,Associate,Ye Yang,,,,,,,,,,,,,,
,Growth and VC,Associate ,Grace Xi,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CDH Baifu,,Vice President,Yonghao Li,,,,,,,,,,,,,,
,,Vice President,Yikun Lin,,,,,,,,,,,,,,
,,Vice President,Chaofan Wang,Run his own fund,,,,,,,,,,,,,
,,Vice President,Damien Zhang,Run his own fund,,,,,,,,,,,,,
,,AVP,Chi Zhang,,,,,,,,,,,,,,
,,AVP,Beijia Shi,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Beijing,Associate,Cindy Chen,,"Joined in 21, ex CITIC PE",,,,,,,,,,,,
,Beijing ,Analyst,Fred Yang,,100% on execution and more on consumer and education sector,,,,,,,,,,,,
,Beijing,Senior Vice President,Gary Yang ,,Joined in 13,,,,,,,,,,,,
,Shanghai,Analyst,Gen Li,,,,,,,,,,,,,,
,Beijing,Vice President,Gunther Ham,,,,,,,,,,,,,,
,Shanghai,Executive Director,James Cao,Disruptive,,,,,,,,,,,,,
,Beijing,Executive Director,Jeffrey Du,,Ex CITIC Cap.  Ex HL,,,,,,,,,,,,
,Growth and VC,Analyst,Jianxian Zhang,Consumer,ex- Columbus Groth Partner,,,,,,,,,,,,
,Beijing,Executive Director,Karen Xiang,Healthcare ,"Master from peking U medicine school. Had 3 years dr. Experience, went to KPMG for 3 years from 2010-2013in audit department. Joined 中建投投行 for a year. Joined CDH in 2014, in Wang lin’s team. Only focus on healthcare. Spent time on pharm, devices and service. He is actively sourcing deal since last year 2017 when he got promoted to VP, did 爱格眼科，sourced by himself, 正和医药？(devices) and 蓝星医药。his mentor is Sylvia He, she left for her own healthcare fund. Jieliang is very loved by Wang Lin, got fast promotion, he used four years from analyst to VP2.
Wang Lin lead VC/growth team 创新基金，has tmt, consumer, healthcare 3 team. 20ee in this team. 
Xiao Ling HU lead M&A PE team 并购基金
Their differences is deal size, 60million as a line.
SH spoke to, mast from peking U medicine school. Had 3 years dr. Experience, went to KPMG for 3 years from 2010-2013in audit department. Joined 中建投投行 for a year. Joined CDH in 2014, in Wang lin’s team. Only focus on healthcare. Spent time on pharm, devices and service. He is actively sourcing deal since last year 2017 when he got promoted to VP, did 爱格眼科，sourced by himself, 正和医药？(devices) and 蓝星医药。his mentor is Sylvia He, she left for her own healthcare fund. Jieliang is very loved by Wang Lin, got fast promotion, he used four years from analyst to VP2.
Wang Lin lead VC/growth team 创新基金，has tmt, consumer, healthcare 3 team. 20ee in this team. 
Xiao Ling HU lead M&A PE team 并购基金
Their differences is deal size, 60million as a line.
",,,,,,,,,,,,
,Beijing,Executive Director,Kevin Hou,Operations and PW,Joined in 2009. Ex SOE,,,,,,,,,,,,
,Growth and VC,Partner,Lilly Zhang,,,,,,,,,,,,,,
,Growth and VC,Founder & Managing Director  ,Lin Wang,Consumer,,,,,,,,,,,,,
,Beijing,Analyst,Linghan Xu,Healthcare,"3rd yr VP, ex HF, was an auditor. More focus on healthcare. Good technical skills",,,,,,,,,,,,
,Growth and VC,Analyst,Lingjie Song,,,,,,,,,,,,,,
,Beijing,Associate ,Liushan Mou,Disruptive,"ex- Intel Capital, Alibaba",,,,,,,,,,,,
,Growth and VC,AVP,Lulin Li,,,,,,,,,,,,,,
,Growth and VC,Associate,Miao He,,,,,,,,,,,,,,
,Growth and VC,Partner,Mingyu Wang,Healthcare ,"ex-IDG, CICC",,,,,,,,,,,,
,Beijing,Associate,Nan Li ,,moved to post investment management,,,,,,,,,,,,
,Beijing,Vice President,Pu Chen,Consumer,,,,,,,,,,,,,
,Beijing,Vice President,Pu Chen,,"Senior Advisor, has family gov relationship",,,,,,,,,,,,
,Growth and VC,Analyst,Quanxiu Li,,"Ex CITIC PE, ex Hony",,,,,,,,,,,,
,Growth and VC,Executive Director,Roger Zhu,,"Promoted to AVP in 14, ex Barcap, ex ABN. Class of 09",,,,,,,,,,,,
,Growth and VC,Executive Director,Semmy Huang,"Apparell, with Xiaoling","Joined in 13, ex CICC IBD",,,,,,,,,,,,
,Beijing,Vice President,Shen Chen,Disruptive,ex-Vertex,,,,,,,,,,,,
,Beijing,Executive Director,Song Zhang,Healthcare ,ex- Bain&Co,,,,,,,,,,,,
,Growth and VC,Senior Partner,Sylvia He,Disruptive,"ex-Delta Capital, E&Y",,,,,,,,,,,,
,Growth and VC,Senior Partner,Victor Wang,,,,,,,,,,,,,,
,Hong Kong,Managing Director and Operating Partner,Wei Ying,TMT,,,,,,,,,,,,,
,Beijing,Vice President,Wei Zhao,,Joined in 17. MA from Tsinghua; BA from Peking U,,,,,,,,,,,,
,Beijing,Associate ,Xiaomeng Song,,Joined in 20,,,,,,,,,,,,
,Growth and VC,Vice President,Xiaoyu Matthew Ma ,,Joined in 21,,,,,,,,,,,,
,Beijing,Executive Director,Yan Ma,Consumer,MA from Tsinghua and BBA from Renmin University,,,,,,,,,,,,
,Beijing,Analyst,Yaoqi Xu,,Joined in 16. MA from Peking U; BA from Tsinghua.,,,,,,,,,,,,
,Growth and VC,Analyst,Yi Ren,,Joined in 16. MA from Peking U; BA from 上财,,,,,,,,,,,,
,Shenzhen,Analyst,Yifei Wang,,,,,,,,,,,,,,
,Growth and VC,Executive Director,Yifeng Jiang,,Joined in 17. Meng from Peking U; Bachelor from Tsinghua U,,,,,,,,,,,,
,Growth and VC,Associate,Ying Dong,Disruptive,ex- Shanda Capital,,,,,,,,,,,,
,Beijing,Analyst,Yiwei Billy Zhao,Healthcare ,,,,,,,,,,,,,
,Growth and VC, ,Yuan Meng,Healthcare ,,,,,,,,,,,,,
,Beijing,Analyst,Yuanye Wang,Healthcare ,VIP,,,,,,,,,,,,
,Hong Kong,Founder & Managing Partner,Zhenyu Wang,,,,,,,,,,,,,,
,Hong Kong,Vice President,Zoe Zhou,Disruptive,ex- Opera Solutions ,,,,,,,,,,,,
,,,,Enterprise tech & Cross-border Ecommerce,,,,,,,,,,,,,
,"Cdh Healthcare P, Guo, ED Dan Liu , Jieliang Gao, Pu zhang, chuanren Zhu ",,,,,,,,,,,,,,,,
,Hong Kong,Associate ,Olivia Xiong,Joined 2016,,,,,,,,,,,,,
,Beijing,Vice President?,Johnny Jiao,"TMT direct investment, FoF, focusing on Mergers of Controling Positions on targets",,,,,,,,,,,,,
,Hong Kong,Vice President,Ka Wai (Gary) Hui,,,,,,,,,,,,,,
,Hong Kong,Investment Derictor,Simon Hwang,,,,,,,,,,,,,,
,Shanghai ,Investment Derictor,Alex Yu,,,,,,,,,,,,,,
,Hong Kong,Vice President,Lawrence Zhirong Fan,Joined in '01/15. Ex Rorthschild.,,,,,,,,,,,,,
,Hong Kong,Vice President,Ivan Chiu,"Joined 2015, Private equity investments in overseas markets (US, Europe)",,,,,,,,,,,,,
,Hong Kong,Senior Associate,Jennifer Gao,Joined 04/2014,,,,,,,,,,,,,
,,,team of 10 (6+3 from Elyn's team).,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Chenyi (Firstred) Capital,Beijing,CEO,Xiaodan Liu,,ex Huatai,,,,,,,,,,,,
,Shanghai ,Managing Director,Yang Yang,,Ex JPM,,,,,,,,,,,,
,Beijing,Director,Zhipu B.,,Ex Hony,,,,,,,,,,,,
,Beijing,Director,Pengkai F.,,"Ex CICC, Huatai",,,,,,,,,,,,
,Beijing,Vice President,Shuai Shawn Zhou,,Ex BDA,,,,,,,,,,,,
,Beijing,Analyst,Dantong Sun,,,,,,,,,,,,,,
,Beijing,Managing Director,Yi Kevin Hou,Consumer 1,ex CDH,,,,,,,,,,,,
,Beijing,Director,,Consumer 1,,,,,,,,,,,,,
,Beijing,Vice President,Oliver Lu,Consumer 1,"ex FTV, JPM",,,,,,,,,,,,
,Beijing,Associate ,Robert Zhang,Consumer 1,Ex UBS,,,,,,,,,,,,
,Beijing,Associate ,,Consumer 1,,,,,,,,,,,,,
,Beijing,Executive Director,Quan Miao,Consumer 2,"ex Actis, CVC",,,,,,,,,,,,
,Beijing,Director,James Han Hao,Consumer 2,Ex Hony,,,,,,,,,,,,
,Beijing,Vice President,,Consumer 2,,,,,,,,,,,,,
,Beijing,Director,Jason Mingji Wu,Consumer 3,"Ex Huatai, RMB fund background",,,,,,,,,,,,
,Beijing,Vice President,Jingyuan Wang,Consumer 3,"Ex Huatai, RMB fund background",,,,,,,,,,,,
,Beijing,Senior Associate,Li N.,Consumer 3,"Ex Huatai, RMB fund background",,,,,,,,,,,,
,Beijing,Managing Director,Hai Brian Chi,Healthcare,"Ex Loyal Valley, BX, MSPE",,,,,,,,,,,,
,Shanghai ,Managing Director,Shuzhan Clive Wang,Healthcare,Ex OrbiMed,,,,,,,,,,,,
,Beijing,Vice President,Lily Siying Ma,Healthcare,Ex Centurium,,,,,,,,,,,,
,Beijing,Managing Director,Xiaoming Kong,Tech and Manufacturing,Ex Huatai,,,,,,,,,,,,
,Beijing,Director,Guohua Long,Tech and Manufacturing (New Energy),Ex Huatai,,,,,,,,,,,,
,Shanghai ,Analyst,Chuxuan Jade Wang,Tech and Manufacturing,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CIC,Beijing,Associate ,Wenxiu Yu,,Now at Boyu doing IR. Joined in 16 as fresh grad,,,,,,,,,,,,
,Beijing,Vice President,Jinhong Chen,,Ex CoStone Capital,,,,,,,,,,,,
,Beijing,Vice President,Tanya Qiu,,Ex Pwc,,,,,,,,,,,,
,Beijing,Associate ,Christie Wei,RE,Ex China Life Investment,,,,,,,,,,,,
,Beijing,Associate ,Wenxiu Yu,,Joined in 17 as fresh grad,,,,,,,,,,,,
,Beijing,Associate ,Ru Nie,,Joined in 17 as fresh grad,,,,,,,,,,,,
,Beijing,Associate ,Yang Yang,,Joined in 14 as fresh grad,,,,,,,,,,,,
,Beijing,Associate ,Yiqiang Zhan,Oil&Gas,"Joined in 15, Ex Schroders",,,,,,,,,,,,
,Baltimore,Associate ,Yaxin Wang,,Joined in 15 as fresh grad,,,,,,,,,,,,
,,,team of 10 (6+3 from Elyn's team).,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CICC PE,Beijing,Managing Director,Guozhong Liang,,,,,,,,,,,,,,
,Beijing,Managing Director,Zhao Liu,,Ex SCB,,,,,,,,,,,,
,Beijing,Managing Director,Lei Wang,,"Ex SCB, promoted to ED in 2011",,,,,,,,,,,,
,Beijing,ED,Xiaojun Ge,,,,,,,,,,,,,,
,Beijing,ED,Qing Zhang,,Ex IBD till 2011,,,,,,,,,,,,
,Beijing,ED,Summer Xia Wu,,promoted to VP in 2012,,,,,,,,,,,,
,Beijing,Vice President,Xin Zhu,RE,,,,,,,,,,,,,
,Shanghai,Executive Director,Bruce Liu Yang,,"Joined in 07 in IBD, moved to PE in 15. UBC",,,,,,,,,,,,
,Beijing,Executive Director,Mengmeng Xu,Auto,Joined in 2012. CBS MBA. Ex ML,,,,,,,,,,,,
,Beijing,Associate,Lei Yue,TMT,Ex China Renassiance,,,,,,,,,,,,
,Beijing,Senior Associate,Zhujun Yu,RE,,,,,,,,,,,,,
,Beijing,Associate,Johnson Huang,Not interested in ,Healthcare,,,,,,,,,,,,
,Beijing,Associate,Matthew Su,,"Ex CCB, Citi",,,,,,,,,,,,
,Beijing,Associate,Dan Ren,,Ex UBS,,,,,,,,,,,,
,Beijing,Analyst,Yongchao Ma,,Joined in 17 from PKU,,,,,,,,,,,,
,Beijing,Analyst,Bryant Sun,,Joined in 18 from Imperial College London,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CITIC Capital,Hong Kong,Chief Executive Officer,Zhang Yi Chen,CEO,,,,,,,,,,,,,
,Hong Kong,Senior Managing Director,Eric Xin,Buyout Fund Head,,,,,,,,,,,,,
,Hong Kong,President,Haitao Zhang,China Access,,,,,,,,,,,,,
,Hong Kong,CFP,Eric Chan,,,,,,,,,,,,,,
,Shanghai,Senior Managing Director,Ray Zhao,Head of Growth Equity,,,,,,,,,,,,,
,Shanghai,Director,Bo Pang,Growth,Rejoined in Dec 2020 to do growth deals,,,,,,,,,,,,
,Shanghai,Managing Director,Dejun Luo,Consumer Service,Joined in 04. promoted to ED in 13.,,,,,,,,,,,,
,Shanghai,Director,Martin Shen,Consumer Service,Joined in 09/14. Ex PAG Absolute Return,,,,,,,,,,,,
,Shanghai,Senior Associate,Stewart Yuan,Consumer Service,,,,,,,,,,,,,
,Shanghai,Executive Director,Liyang Zhang,TMT,Rejoined in 14. Insead MBA. Ex McK. Left for TPG,,,,,,,,,,,,
,Beijing,Director,Xike Cheng,TMT,,,,,,,,,,,,,
,Shanghai,Associate,Teresa Jia,TMT,"Joined in 18, PKU fresh grad",,,,,,,,,,,,
,Shanghai,Associate,John Li,TMT,Ex Goldman,,,,,,,,,,,,
,Shanghai,Associate,Yin Shen,TMT,,,,,,,,,,,,,
,Shanghai,Senior Managing Director,Derek Wang,Consumer&Business Service,Promoted to MD in 17,,,,,,,,,,,,
,Shanghai,Executive Director,David Qin,Consumer&Business Service,"Promoted to D in 2017. Joined in 14, ex Prax",,,,,,,,,,,,
,Shanghai,Executive Director,Wesley Ye,Consumer&Business Service,Ex PwC. Promoted to VP in '01/17.,,,,,,,,,,,,
,Shanghai,Vice President,Ruiying Yuan,Consumer&Business Service,Ex Cinda,,,,,,,,,,,,
,Shanghai,Vice President,Stanley Wu,Consumer&Business Service,,,,,,,,,,,,,
,Shanghai,Senior Associate,Robert Shi,Consumer&Business Service,"Joined in 2018, Ex HSBC",,,,,,,,,,,,
,Shanghai,Associate,Mengyang Ge,Consumer&Business Service,,,,,,,,,,,,,
,Beijing,Associate ,Neil Yiming Liang,Consumer&Business Service,,,,,,,,,,,,,
,Shanghai,Associate ,Jackson Du,Consumer&Business Service,,,,,,,,,,,,,
,Shanghai,Associate ,Ge Chen,Consumer&Business Service,Ex CICC,,,,,,,,,,,,
,Shanghai,Analyst,Hannah Yu,,,,,,,,,,,,,,
,Beijing,Senior Managing Director,Haipeng Zhang,Healthcare,,,,,,,,,,,,,
,Shanghai,Senior Managing Director,Yan Zhao,Healthcare,,,,,,,,,,,,,
,Shanghai,Executive Director,Emma Jiahui Wan,Healthcare,"Promoted to SA in 14, joined in 11, ex CITIC PE. Class of 10",,,,,,,,,,,,
,Shanghia,Vice President,Yuchen Liu,Healthcare,"Joined in 19, ex Rivendell 18-19, ex Two Segma 15-17, ex DB 13-15",,,,,,,,,,,,
,Shanghai,Vice President,Henry Dai,Healthcare,,,,,,,,,,,,,
,Shanghai,Senior Associate,Jerry Yang,Healthcare,"Joined in 18, Ex C Bridge",,,,,,,,,,,,
,Shanghai,Senior Associate,Siyu Zhang,Healthcare,Joined in 17. Intern in Citic Capital,,,,,,,,,,,,
,Shanghai,Senior Associate,Yubin Zhou,Heathcare,,,,,,,,,,,,,
,Shanghai,Associate ,Sameul Yao,Healthcare,"Joined in 18, from UBSS",,,,,,,,,,,,
,Shanghai,Associate ,Pei Xu,Heathcare,Ex MS,,,,,,,,,,,,
,Shanghai,Associate ,Peiyao Mao,Japan,"Joined in 18, Ex LEK",,,,,,,,,,,,
,Hong Kong,Senior Managing Director,Fanglu Wang,Buyout - Generalist,ex HSBC and ML,,,,,,,,,,,,
,Beijing,Senior Managing Director,Boon Chew,International,Ex Whitney & Co. and MS PE.,,,,,,,,,,,,
,Beijing,Senior Managing Director,Hanxi Zhao*,Consumer Product,,,,,,,,,,,,,
,Beijing,Managing Director,Yang Shi,International,,,,,,,,,,,,,
,New York,Director,Hans Allegaert,International,,,,,,,,,,,,,
,Beijing,Managing Director,Henry Zeng,International,,,,,,,,,,,,,
,Beijing,Vice President,Isabella Lu Wang,International,,,Only interested in buyout,,,,,,,,,,
,Beijing,Senior Associate,You Ran ,International ,Joined in 2016.  Ex UBS. ,,Call again on Mon,,,,,,,,,,
,Beijing,Senior Associate,Simon Lam ,International ,Joined in 2018.  Ex UBS,,,,,,,,,,,,
,Beijing,Senior Associate,Hongyang Wang,International,Mainly support TMT.,,,,,,,,,,,,
,Beijing,Senior Associate,Zhipeng Shen,International,"Joined in 18, Ex BAML",,,,,,,,,,,,
,Beijing,Associate,Anthony Wang,International,,,,,,,,,,,,,
,Beijing,Associate,Francis Ren,International,,,,,,,,,,,,,
,Beijing,Associate,Austin Wu,International ,,,,,,,,,,,,,
,Beijing,Associate,William Wan,International ,,,,,,,,,,,,,
,Shanghai,Partner/Executive Vice President,Brian Doyle,CITIC Group,American,,Send wechat invitation,,,,,,,,,,
,Hong Kong,Managing Director,Guorong Qian,,ex HSBC and ML,,,,,,,,,,,,
,Shanghai ,Managing Director,Ray Zhao,Growth Fund,,,,,,,,,,,,,
,Beijing ,Director,Lin Gao,Growth Fund,,,,,,,,,,,,,
,Shanghai ,Director,Bo Pang,Growth Fund,,,,,,,,,,,,,
,Shanghai,Senior Associate,Chao Li,Growth Fund,,,,,,,,,,,,,
,Beijing ,Senior Associate,Long Qian,Growth Fund,,,,,,,,,,,,,
,Beijing ,Associate,Niel Liang,Growth Fund,,,,,,,,,,,,,
,Shanghai ,Analyst,Yihong Liu,Growth Fund,,,,,,,,,,,,,
,Beijing,Analyst,Isabella Zhang,Growth Fund,Transferred from CEO office,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Under the group, they also have a RE fund (20 ppl+ in BJ/SH); RMB fund (10+ ppl in BJ/SH)",,,,,,,,,,,,,,,,,
Jerry Zhang is now in doing Asset Management and I think Pinjie Ren is now in RMB fund.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CITIC PE,Beijing,Managing Director,Yongbin He,CIO,"Director, from China Life, joined in 09'
",,,,,,,,,,,,
,Hong Kong,Managing Director,Tenghe Hu,Consumer/Retail,,,,,,,,,,,,,
,Beijing,Principal,Jake Jiaqi Geng,Consumer/Retail,"Ex Hony, ex Actis",,,,,,,,,,,,
,Beijing,Principal,Linfeng Song,Consumer/Retail,Rejoined after his own restaurant business,,,,,,,,,,,,
,Beijing,Principal,Jizheng Yang,Consumer/Retail,,,,,,,,,,,,,
,Beijing,Principal,Rachel Siqi Duan,Consumer/Retail,"Joined from Hony, Harvard MBA, ex Merrill Lynch. Heard that her family is senior management at Beijing Tourism Group. Promoted to VP Sep 2017",,,,,,,,,,,,
,Beijing,Principal,Henry Sun,Consumer/Retail,,,,,,,,,,,,,
,Beijing,Managing Director,Mark Wei Mao,Consumer/Lesiure,Ex Bain Cap,,,,,,,,,,,,
,Beijing,Investment Manager,Jie Zhao,Consumer/Lesiure,Joined in '05/13,,,,,,,,,,,,
,Singapore,Managing Director,Ke Tang,Healthcare/Equipments,promoted to Dir Jan/2017,,,,,,,,,,,,
,Beijing,Managing Director,Jinghao Liu,Healthcare,,,,,,,,,,,,,
,Shanghai,Executive Director,Jing Wu,Healthcare/Pharma,Wants to go back SH. Will promote to VP Dec 2017,,,,,,,,,,,,
,Beijing,Executive Director,Xia Cao,Healthcare/Services ,"Promoted to VP Jan 2017, local background, style is different",,,,,,,,,,,,
,Beijing,Principal,Xing Gao,Healthcare/Pharma,"Joined early 2015, ex-ML/Rothchild  Bnking for 5 years, focus on HC. Promoted to SIM",,,,,,,,,,,,
,Beijing,Principal,Chen Chen,Healthcare/Equipments,"Joined '08/15,ex-Bain&Co 5 years.",,,,,,,,,,,,
,Beijing,Principal,Wei Peng,Healthcare/Services ,Joined in 13. Ex CDH. Will promoted to VP Dec/2017,,,,,,,,,,,,
,Beijing,Vice President,Alex Wei Guo,Healthcare/Equipments,Joined 2017. On rotation. Half investment and half portfolio,,,,,,,,,,,,
,Shanghai,Vice President,Tingting Li,Healthcare,,,,,,,,,,,,,
,Beijing,Analyst,Lu Zhang,Healthcare,Joined in 2021. PKU+MIT,,,,,,,,,,,,
,Beijing,Analyst,Wenhan Zhang,Healthcare,,,,,,,,,,,,,
,,Total 10 people team ,With 2 to 3 juniors,,,,,,,,,,,,,,
,Hong Kong,Managing Director,Bryan Jingyang Wu,TMT,"Director,member of investment committe",,,,,,,,,,,,
,Beijing,Executive Director,John Qiang Fu,TMT,,,,,,,,,,,,,
,Beijing,Principal,Shumin Jin,TMT,Maternity leave from '11/17 to '03/18,,,,,,,,,,,,
,Beijing,Managing Director,Bin Wu,"Software/Enterprise; IC member, was in hardware previously","Ex Legend, ex McK",,,,,,,,,,,,
,Beijing,Investment Manager,Chuan Chen,Tech/Hardware,,,,,,,,,,,,,
,Beijing,Vice President,Qi Gao,Tech/Hardware/Software,,,,,,,,,,,,,
,Beijing,Vice President,Yu Duan,Tech/Hardware,,,,,,,,,,,,,
,Beijing,Managing Director,Yinghao Zhang,Software/Enterprise,"Ex China Life, joined in '09
",,,,,,,,,,,,
,Beijing,Executive Director,Qi Zhang,Software/Enterprise,,,,,,,,,,,,,
,Beijing,Principal,Le Miao,Software/Enterprise,"Ex Lengend, McK. ",,,,,,,,,,,,
,Beijing,Principal,Pengfei Song,Software/Enterprise,"Joined Jul 2009, internal transferred to PE in 2015 from BD department ",,,,,,,,,,,,
,Beijing,Principal,Rui Zhang,Software/Enterprise,Ex Temasek for 5 years,,,,,,,,,,,,
,Beijing,Principal,Felix Fang,Software/Enterprise,Promoted to Principal in 2022,,,,,,,,,,,,
,Beijing,Vice President ,James Gao,Software/Enterprise,,,,,,,,,,,,,
,Beijing,Managing Director,Xiaobei Shi,Infrastructure,,,,,,,,,,,,,
,Beijing,Vice President,Lucy Lu Liu,Infrastructure,Joined in 2010. Ex Warbug Pincus. INSEAD,,,,,,,,,,,,
,Beijing,Principal,Beibei Hou,Financial Services ,Ex China Life,,,,,,,,,,,,
,Beijing,Principal,Huan Fang,Financial Services ,Ex Macquarie,,,,,,,,,,,,
,Beijing,Vice President,Hongbo LV,Financial Services ,Ex Citic security,,,,,,,,,,,,
,Beijing,Executive Director,Grace Jinxiang Guo,GIG,,,,,,,,,,,,,
,Beijing,Director,Qi Yin,GIG,"Joined 2008, ex-China Life for 4 years. Was in HC/Services team",,,,,,,,,,,,
,Beijing,Managing Director,Yongnan Zhuang,Hardware,"IM, from China Life",,,,,,,,,,,,
,Beijing,Managing Director,Di Yang,Hardware,Promoted to VP Jan 2016,,,,,,,,,,,,
,Beijing,Executive Director,Hemeng Dong,Hardware,"Joined in 20, ex SDIC",,,,,,,,,,,,
,Beijing,Vice President,Kaikai Xu,GIG,"Ex Crimson, ex IFC, joined after MBA Kellogg in 2011",,,,,,,,,,,,
,Beijing,Investment Manager,Jin Bai,GIG,Promoted to IM 2015,,,,,,,,,,,,
,Beijing,Investment Manager,Xiaomu Yu,Execution team,,,,,,,,,,,,,
,Beijing,Vice President ,Feng Chen,Execution team,to GIG team,,,,,,,,,,,,
,Beijing,Investment Manager,Kun Zhang,Execution team,,,,,,,,,,,,,
,Beijing,Senior Investment Manager,Ming Zheng,Execution team,ex Baidu. to FS team. BA grad for 10 years,,,,,,,,,,,,
,Beijing,Junior Investment Manager,Da Wei,Execution team,to Infrastructure team,,,,,,,,,,,,
,Beijing,Investment Manager,Huitong Liu,Execution team,rotation in FS & consumer. to FS team,,,,,,,,,,,,
,Hong Kong,Director,Fei Ni,Internal Consulting,promoted to Dir Jan/2016,,,,,,,,,,,,
,Beijing,Senior Associate,Jianlong Xiong,,"Joined in 17, Ex Keywise, McKinsey",,,,,,,,,,,,
,Beijing,Senior Associate,Chen Chen,,"Joined in 15, Ex Bain",,,,,,,,,,,,
